title,platform,genre,metascore,userscore,rating,developer
River City Super Sports Challenge: All Stars Special,PlayStation 4,Sports,No score yet,tbd,,Arc System Works
Road Not Taken,PlayStation 4,Miscellaneous,70,5.5,E,Spry Fox
Robinson: The Journey,PlayStation 4,Action Adventure,No score yet,,,Crytek
Rock Band 4,PlayStation 4,Action,78,6.4,T,Harmonix Music Systems
Rock Band Rivals,PlayStation 4,Action,No score yet,tbd,,Harmonix Music Systems
Rock Boshers DX: Director's Cut,PlayStation 4,Action,74,6.5,E10+,Tikipod Limited
Rocket League,PlayStation 4,Racing,85,8.7,E,Psyonix
Rocket League: Back to the Future Car Pack,PlayStation 4,Sports,No score yet,tbd,E10+,Psyonix
Rocket League: Chaos Run,PlayStation 4,Sports,No score yet,tbd,E10+,Psyonix
Rocket League: Revenge of the Battle-Cars,PlayStation 4,Sports,No score yet,tbd,E10+,Psyonix
Rocket League: Supersonic Fury,PlayStation 4,Sports,No score yet,tbd,E10+,Psyonix
Rocket League: Utopia Coliseum,PlayStation 4,Sports,No score yet,tbd,E10+,Psyonix
Rocketbirds 2: Evolution,PlayStation 4,Action,67,7.0,T,Ratloop Asia Pte Ltd
ROCKETSROCKETSROCKETS,PlayStation 4,Action,No score yet,tbd,E,Radial Games Corp.
Rocksmith 2014 Edition,PlayStation 4,Action,82,7.5,T,Ubisoft
Rocksmith 2014 Edition: Remastered,PlayStation 4,Action,No score yet,tbd,T,Ubisoft
Rogue Galaxy,PlayStation 4,Role-Playing,No score yet,8.2,T,Level 5
Rogue Legacy,PlayStation 4,Action,85,7.8,E10+,Cellar Door Games
Rogue Stormers,PlayStation 4,Action,No score yet,tbd,T,Black Forest Games
Rollers of the Realm,PlayStation 4,Action,75,7.1,T,Phantom Compass
Romance of the Three Kingdoms XIII,PlayStation 4,Strategy,67,7.1,E10+,Koei Tecmo Games
Root Letter,PlayStation 4,Adventure,No score yet,,M,Kadokawa
Rory McIlroy PGA Tour,PlayStation 4,Traditional,61,3.7,E,EA Tiburon
Roundabout,PlayStation 4,Racing,No score yet,tbd,M,No Goblin
Rugby 15,PlayStation 4,Alternative,19,3.4,E,HB Studios Multimedia
Rugby Challenge 3,PlayStation 4,Sports,64,7.1,E,Wicked Witch Software
Rugby League Live 3,PlayStation 4,Sports,No score yet,7.6,E,Big Ant Studios
Rugby World Cup 2015,PlayStation 4,Sports,25,1.8,E,HB Studios Multimedia
Saint Seiya: Soldiers' Soul,PlayStation 4,Action,59,7.7,T,Dimps Corporation
Saints Row IV: Re-Elected,PlayStation 4,Action Adventure,75,7.2,M,Volition Inc.
Saints Row IV: Re-Elected & Gat Out of Hell,PlayStation 4,Action Adventure,66,7.5,M,Volition Inc.
Saints Row: Gat Out of Hell,PlayStation 4,Action Adventure,64,5.7,M,Volition Inc.
Salt and Sanctuary,PlayStation 4,Action,84,8.1,M,Ska Studios
Samurai Warriors 4,PlayStation 4,Action,76,8.1,T,Omega Force
Samurai Warriors 4 Empires,PlayStation 4,Action,71,6.5,T,Omega Force
Samurai Warriors 4-II,PlayStation 4,Action,73,7.2,T,Omega Force
Saturday Morning RPG,PlayStation 4,Role-Playing,No score yet,7.5,E10+,Mighty Rabbit Studios
Schrodinger's Cat and the Raiders of the Lost Quark,PlayStation 4,Action,61,tbd,E,Italic Pig
Score Rush Extended,PlayStation 4,Action,80,8.2,E,Xona Games
Scrabble,PlayStation 4,Miscellaneous,No score yet,7.3,E,Ubisoft Chengdu
Scram Kitty DX,PlayStation 4,Action,74,7.3,E,Dakko Dakko
Screencheat,PlayStation 4,Action,69,tbd,E10+,Samurai Punk
Sebastien Loeb Rally Evo,PlayStation 4,Racing,71,8.1,E,Milestone S.r.l
Second Chance Heroes,PlayStation 4,Action,No score yet,tbd,T,Rocket City Studios
Secret Ponchos,PlayStation 4,Action,64,6.6,T,Switchblade Monkeys
Senran Kagura: Estival Versus,PlayStation 4,Action,67,8.0,M,Marvelous Inc.
Senran Kagura: Estival Versus - Ayame,PlayStation 4,Action,No score yet,tbd,M,Marvelous Inc.
Senran Kagura: Estival Versus - Ayane,PlayStation 4,Action,No score yet,tbd,M,Marvelous Inc.
Senran Kagura: Estival Versus - Dual Blooming Hearts,PlayStation 4,Action,No score yet,tbd,M,Marvelous Inc.
Senran Kagura: Estival Versus - Kagura,PlayStation 4,Action,No score yet,tbd,M,Marvelous Inc.
Senran Kagura: Estival Versus - Mission Set,PlayStation 4,Action,No score yet,tbd,M,Marvelous Inc.
Senran Kagura: Estival Versus - Naraku,PlayStation 4,Action,No score yet,tbd,M,Marvelous Inc.
Shadow Blade: Reload,PlayStation 4,Action,63,7.3,T,Dead Mage
Shadow Complex Remastered,PlayStation 4,Action,80,7.4,T,Chair Entertainment
Shadow of the Beast,PlayStation 4,Action Adventure,64,7.6,M,Heavy Spectrum
Shadow Warrior,PlayStation 4,Action,70,7.7,M,Flying Wild Hog
Shadwen,PlayStation 4,Action Adventure,51,7.5,M,Frozenbyte
Shantae and the Pirate's Curse,PlayStation 4,Action,75,7.9,E10+,WayForward
Shantae: Half-Genie Hero,PlayStation 4,Action,No score yet,,,WayForward
Shantae: Risky's Revenge - Director's Cut,PlayStation 4,Action,74,7.4,,WayForward
She Wants Me Dead,PlayStation 4,Action,No score yet,tbd,T,Hello There
Sheltered,PlayStation 4,Strategy,70,6.1,T,Unicube
Sherlock Holmes: Crimes & Punishments,PlayStation 4,Adventure,73,7.3,M,Frogwares
Sherlock Holmes: The Devil's Daughter,PlayStation 4,Adventure,70,6.8,T,Frogwares
Shiftlings,PlayStation 4,Action,63,6.4,T,Rock Pocket Games
Shovel Knight,PlayStation 4,Action,90,7.6,E,Yacht Club Games
Shovel Knight: Plague of Shadows,PlayStation 4,Action,No score yet,6.6,E,Yacht Club Games
Shu,PlayStation 4,Action,80,8.5,E,Coatsink Software
Shutshimi,PlayStation 4,Action,No score yet,6.3,E10+,Neon Deity Games
SingStar,PlayStation 4,Action,No score yet,5.3,E,SCEE London Studio
SingStar: Ultimate Party,PlayStation 4,Miscellaneous,47,4.2,,SCEE
Siralim,PlayStation 4,Role-Playing,No score yet,tbd,E10+,Thylacine Studios
Siren,PlayStation 4,Action Adventure,No score yet,tbd,M,SCE Japan Studio
Skullgirls: 2nd Encore,PlayStation 4,Action,82,7.5,T,Lab Zero Games
Skulls of the Shogun: Bone-a-Fide Edition,PlayStation 4,Fantasy,80,6.4,T,17-Bit
Sky Force Anniversary,PlayStation 4,Action,No score yet,tbd,E10+,Infinite Dreams Inc.
Skylanders Imaginators,PlayStation 4,Action,81,6.2,E10+,Toys for Bob
Skylanders SuperChargers,PlayStation 4,Action,81,3.4,E10+,Vicarious Visions
Skylanders Swap Force,PlayStation 4,Action,79,5.2,E10+,Vicarious Visions
Skylanders Trap Team,PlayStation 4,Action,78,5.8,E10+,Toys for Bob
SkyScrappers,PlayStation 4,Action,No score yet,tbd,T,Ground Shatter Ltd.
Slain: Back From Hell,PlayStation 4,Action,66,8.2,M,Wolf Brew Games
Sleeping Dogs: Definitive Edition,PlayStation 4,Action Adventure,77,7.2,M,United Front Games
Slender: The Arrival,PlayStation 4,Adventure,60,6.7,T,Blue Isle Studios
Small Radios Big Televisions,PlayStation 4,Adventure,No score yet,,,Owen Deery
SMITE,PlayStation 4,Strategy,79,7.3,T,Hi-Rez Studios
Sniper Elite 4,PlayStation 4,Action,No score yet,,,Rebellion
Sniper Elite III,PlayStation 4,Action,67,7.1,M,Rebellion
Sniper Elite III: Target Hitler - Hunt the Grey Wolf,PlayStation 4,Action,No score yet,5.9,,Rebellion
Sniper Elite III: Ultimate Edition,PlayStation 4,Action,74,7.3,M,Rebellion
Sniper: Ghost Warrior 3,PlayStation 4,Action,No score yet,,,City Interactive
SNOW,PlayStation 4,Alternative,No score yet,tbd,,Poppermost Productions
Soft Body,PlayStation 4,Puzzle,69,tbd,E,Bodysoft
Solbrain: Knight of Darkness,PlayStation 4,Action,No score yet,7.5,T,Lightning Game Studios
Solitaire,PlayStation 4,Miscellaneous,No score yet,tbd,E,Bigben Interactive
SOMA,PlayStation 4,Action Adventure,79,8.3,M,Frictional Games
Song of the Deep,PlayStation 4,Action Adventure,69,7.3,E,Insomniac Games
Sonic Mania,PlayStation 4,Action,No score yet,,,Sega
Soul Axiom,PlayStation 4,Adventure,47,4.8,T,Wales Interactive Ltd.
Sound Shapes,PlayStation 4,Action,84,7.1,E,SCEA
South Park: The Fractured But Whole,PlayStation 4,Role-Playing,No score yet,,,Ubisoft San Francisco
South Park: The Stick of Truth,PlayStation 4,Role-Playing,No score yet,8.5,M,Obsidian Entertainment
Space Hulk,PlayStation 4,Strategy,No score yet,tbd,T,Hoplite Research
Space Hulk Ascension,PlayStation 4,Strategy,No score yet,tbd,T,Full Control ApS
Sparkle 2,PlayStation 4,Action,66,5.7,E,10tons Ltd
Sparkle Unleashed,PlayStation 4,Puzzle,No score yet,tbd,E,10tons Entertainment
Speakeasy,PlayStation 4,Action,No score yet,2.0,T,Super Soul
Spelunker World,PlayStation 4,Action,No score yet,4.9,E,Tozai Games
Spelunky,PlayStation 4,Action,No score yet,6.7,T,Mossmouth
Spider: Rite of the Shrouded Moon,PlayStation 4,Puzzle,No score yet,tbd,E10+,Tiger Style
Splice,PlayStation 4,Puzzle,74,5.0,E,Cipher Prime Studios
SportsBarVR,PlayStation 4,Sports,62,5.9,E,Cherry Pop Games
Sportsfriends,PlayStation 4,Sports,82,6.3,E10+,Die Gute Fabrik
Spy Chameleon,PlayStation 4,Puzzle,No score yet,tbd,E,Unfinished Pixel
Square Heroes,PlayStation 4,Action,No score yet,tbd,T,Gnomic Studios
Star Hammer: The Vanguard Prophecy,PlayStation 4,Strategy,No score yet,tbd,E,Slitherine
Star Ocean: Integrity and Faithlessness,PlayStation 4,Role-Playing,59,5.9,T,Tri-Ace
Star Trek Online,PlayStation 4,Role-Playing,No score yet,5.1,T,Cryptic Studios
Star Wars Battlefront,PlayStation 4,Action,73,5.0,T,EA DICE
Star Wars Battlefront: Bespin,PlayStation 4,Action,No score yet,8.0,,EA DICE
Star Wars Battlefront: Death Star,PlayStation 4,Action,70,6.0,,EA DICE
Star Wars Battlefront: Outer Rim,PlayStation 4,Action,70,5.8,T,EA DICE
Star Wars Battlefront: Ultimate Edition,PlayStation 4,Action,No score yet,,T,EA DICE
Star Wars Pinball: Heroes Within,PlayStation 4,Action,80,5.2,E10+,Zen Studios
Star Wars Pinball: The Force Awakens,PlayStation 4,Action,81,4.9,,Zen Studios
Star Wars: Bounty Hunter,PlayStation 4,Action,No score yet,tbd,T,LucasArts
Star Wars: Jedi Starfighter,PlayStation 4,Simulation,No score yet,8.0,T,LucasArts
Star Wars: Racer Revenge,PlayStation 4,Racing,No score yet,tbd,E,LucasArts
Table Top Racing: World Tour,PlayStation 4,Racing,55,6.5,E,Playrise Edge Ltd.
Tachyon Project,PlayStation 4,Action,71,6.4,E,Eclipse Games
Tales from the Borderlands: A Telltale Game Series,PlayStation 4,Adventure,86,8.1,M,Telltale Games
Tales From The Borderlands: Episode 1 - Zer0 Sum,PlayStation 4,Miscellaneous,80,8.1,M,Telltale Games
Tales From The Borderlands: Episode 2 - Atlas Mugged,PlayStation 4,Adventure,81,7.8,M,Telltale Games
Tales From The Borderlands: Episode 3 - Catch A Ride,PlayStation 4,Adventure,83,7.8,M,Telltale Games
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,PlayStation 4,Adventure,78,8.3,M,Telltale Games
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,PlayStation 4,Adventure,90,8.2,M,Telltale Games
Tales of Berseria,PlayStation 4,Role-Playing,No score yet,,T,Bandai Namco Games
Tales of Zestiria,PlayStation 4,Role-Playing,72,7.0,T,Bandai Namco Games
Tales of Zestiria: Bonus Chapter - Alisha's Conviction,PlayStation 4,Role-Playing,No score yet,tbd,T,Bandai Namco Games
Tearaway Unfolded,PlayStation 4,Action Adventure,81,8.1,E,Media Molecule
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PlayStation 4,Action,44,5.4,T,PlatinumGames
Tembo the Badass Elephant,PlayStation 4,Action Adventure,72,7.0,E10+,Game Freak
Tennis in the Face,PlayStation 4,Puzzle,68,5.1,T,10tons Ltd
Terraria,PlayStation 4,Action,83,7.8,T,Engine Software
Teslagrad,PlayStation 4,Action,78,6.6,E,Rain Games
Tethered,PlayStation 4,Action,78,8.0,E10+,SECRET SORCERY LIMITED
Tetraminos,PlayStation 4,Puzzle,No score yet,tbd,E,Bigben Interactive
Tetris Ultimate,PlayStation 4,Miscellaneous,63,3.6,E,Ubisoft
Tetrobot and Co.,PlayStation 4,Puzzle,No score yet,tbd,E,Swing Swing Submarine
Tharsis,PlayStation 4,Miscellaneous,65,5.9,M,Choice Provisions
That Trivia Game,PlayStation 4,Miscellaneous,37,3.2,E,The Game Room
The Amazing Spider-Man 2,PlayStation 4,Action,49,5.4,T,Beenox
The Assembly,PlayStation 4,Miscellaneous,53,tbd,T,nDreams
The Banner Saga,PlayStation 4,Role-Playing,79,8.5,T,Stoic
The Banner Saga 2,PlayStation 4,Role-Playing,78,8.1,T,Stoic
The Binding of Isaac: Afterbirth,PlayStation 4,Action,No score yet,8.5,,Nicalis
The Binding of Isaac: Rebirth,PlayStation 4,Horror,88,7.7,M,Nicalis
THE BIT.TRIP,PlayStation 4,Miscellaneous,80,5.0,E,Choice Provisions
The Book of Unwritten Tales 2,PlayStation 4,Adventure,63,8.5,,KING Art
The Bread Pub Brawlers,PlayStation 4,Action,No score yet,6.8,E10+,NiKo MaKi
The Bridge,PlayStation 4,Puzzle,No score yet,tbd,E,Ty Taylor and Mario Castaneda
The Brookhaven Experiment,PlayStation 4,Action,No score yet,tbd,M,Phosphor Games
The Bug Butcher,PlayStation 4,Action,No score yet,tbd,T,Awfully Nice Studios
The Bunker,PlayStation 4,Adventure,70,6.4,T,Splendy Games
The Castle Game,PlayStation 4,Strategy,68,7.0,E10+,Neptune Interactive Inc.
The Crew,PlayStation 4,Racing,61,5.4,T,Ubisoft Reflections
The Crew: Calling All Units,PlayStation 4,Racing,No score yet,,,Ubisoft
The Crew: Ultimate Edition,PlayStation 4,Racing,No score yet,,T,Ubisoft
The Crew: Wild Run,PlayStation 4,Racing,73,6.8,T,Ivory Tower
The Crew: Wild Run Edition,PlayStation 4,Racing,No score yet,8.1,,Ivory Tower
The Deadly Tower of Monsters,PlayStation 4,General,72,7.9,T,ACE Team
The Dwarves,PlayStation 4,Role-Playing,No score yet,,M,Nordic Games Publishing
The Elder Scrolls Online: Dark Brotherhood,PlayStation 4,Role-Playing,No score yet,tbd,,ZeniMax Media
The Elder Scrolls Online: Gold Edition,PlayStation 4,Role-Playing,No score yet,9.0,M,ZeniMax Media
The Elder Scrolls Online: Tamriel Unlimited,PlayStation 4,First-Person,74,7.6,M,ZeniMax Media
The Elder Scrolls Online: Tamriel Unlimited - Orsinium,PlayStation 4,Role-Playing,72,5.5,M,ZeniMax Media
The Elder Scrolls Online: Tamriel Unlimited - The Imperial City,PlayStation 4,Role-Playing,No score yet,8.7,M,ZeniMax Media
The Elder Scrolls Online: Tamriel Unlimited - Thieves Guild,PlayStation 4,Role-Playing,75,tbd,,ZeniMax Media
The Elder Scrolls V: Skyrim Special Edition,PlayStation 4,Role-Playing,No score yet,6.6,M,Bethesda Game Studios
The Escapists,PlayStation 4,Action,71,6.2,T,Mouldy Toof Studios
The Escapists - Alcatraz,PlayStation 4,Action,No score yet,tbd,,Mouldy Toof Studios
The Escapists: The Walking Dead,PlayStation 4,Action,63,tbd,T,Team 17
The Evil Within,PlayStation 4,Action Adventure,75,7.3,M,Tango Gameworks
The Evil Within: The Assignment,PlayStation 4,Action Adventure,80,8.2,M,Tango Gameworks
The Evil Within: The Consequence,PlayStation 4,Action Adventure,75,8.0,,Tango Gameworks
The Evil Within: The Executioner,PlayStation 4,Action Adventure,59,6.2,,Tango Gameworks
The Fall,PlayStation 4,Action Adventure,79,6.5,T,Over The Moon
The Final Station,PlayStation 4,Action Adventure,68,tbd,M,tinyBuild
The Four Kings Casino and Slots,PlayStation 4,Miscellaneous,No score yet,4.6,T,Digital Leisure Inc.
The Golf Club,PlayStation 4,Traditional,66,6.3,E,HB Studios Multimedia
The Golf Club (Collector's Edition),PlayStation 4,Sports,No score yet,tbd,E,
The Huntsman: Winter's Curse,PlayStation 4,Role-Playing,45,tbd,T,Desert Owl Games LLC
The Jackbox Party Pack,PlayStation 4,Miscellaneous,No score yet,8.1,T,Jackbox Games
The Jackbox Party Pack 2,PlayStation 4,Miscellaneous,71,8.0,T,Jackbox Games
The Jackbox Party Pack 3,PlayStation 4,Miscellaneous,No score yet,tbd,T,Jackbox Games
The Keeper of 4 Elements,PlayStation 4,Strategy,No score yet,tbd,,
The King of Fighters 2000,PlayStation 4,Action,No score yet,tbd,T,SNK
The King of Fighters XIV,PlayStation 4,Action,79,8.6,T,SNK Playmore
The Last Blade 2,PlayStation 4,Action,No score yet,6.8,T,SNK Playmore
The Last Guardian,PlayStation 4,Action Adventure,No score yet,,T,SCE Japan Studio
The Last of Us Remastered,PlayStation 4,Action Adventure,95,9.0,M,Naughty Dog
The Last of Us: Left Behind,PlayStation 4,Action Adventure,No score yet,8.6,M,Naughty Dog
The Last Tinker: City of Colors,PlayStation 4,Action,66,6.1,E10+,LOOT Entertainment
The Legend of Korra,PlayStation 4,Action Adventure,54,6.5,T,PlatinumGames
The LEGO Movie Videogame,PlayStation 4,Action Adventure,71,7.1,E10+,TT Games
The Magic Circle: Gold Edition,PlayStation 4,Adventure,76,7.8,M,Question
The Mark of Kri,PlayStation 4,Action,No score yet,tbd,M,SCEA
The Order: 1886,PlayStation 4,Action,63,6.6,M,Ready at Dawn
The Park,PlayStation 4,Action Adventure,55,6.0,M,Funcom
The Peanuts Movie: Snoopy's Grand Adventure,PlayStation 4,Action,59,6.6,E,Activision
The Pinball Arcade,PlayStation 4,Action,82,6.9,E10+,Farsight Studios
The Pinball Arcade: Season 2,PlayStation 4,Action,No score yet,tbd,,System 3
The Playroom,PlayStation 4,Miscellaneous,No score yet,6.9,E,SCEI
The Playroom VR,PlayStation 4,Miscellaneous,74,7.6,E,Sony Interactive Entertainment
The Sun and Moon,PlayStation 4,Action,64,tbd,E,Daniel Linssen
The Swapper,PlayStation 4,Action,83,7.7,E10+,Facepalm Games
The Swindle,PlayStation 4,Action,73,6.1,E10+,Size Five Games
The Talos Principle,PlayStation 4,Adventure,88,8.4,E10+,Croteam
The Technomancer,PlayStation 4,Role-Playing,60,6.8,M,Spiders
The Tomorrow Children,PlayStation 4,Sci-Fi,54,5.7,T,Q-Games
The Treasures of Montezuma 4,PlayStation 4,Puzzle,No score yet,tbd,T,Alawar Entertainment
The Unfinished Swan,PlayStation 4,Action,83,7.5,E10+,Armature Studio
The Vanishing of Ethan Carter,PlayStation 4,Miscellaneous,81,7.8,M,The Astronauts
The Walking Dead: A Telltale Games Series - The Complete First Season,PlayStation 4,Miscellaneous,No score yet,8.4,M,Telltale Games
The Walking Dead: Michonne - A Telltale Miniseries,PlayStation 4,Adventure,64,6.3,,Skybound LLC
The Walking Dead: Michonne - Episode 1: In Too Deep,PlayStation 4,Adventure,70,7.0,M,Skybound LLC
The Walking Dead: Michonne - Episode 2: Give No Shelter,PlayStation 4,Adventure,82,7.1,M,Telltale Games
The Walking Dead: Michonne - Episode 3: What We Deserve,PlayStation 4,Adventure,76,7.9,M,Telltale Games
UEFA EURO 2016,PlayStation 4,Sports,72,6.6,E,Konami
Ultra Street Fighter IV,PlayStation 4,Action,71,5.8,T,Other Ocean Interactive
Ultratron,PlayStation 4,Action,No score yet,5.8,E,Puppy Games
Umbrella Corps,PlayStation 4,Action,39,2.5,M,Capcom
Uncharted 4: A Thief's End,PlayStation 4,General,93,7.9,T,Naughty Dog
Uncharted: The Nathan Drake Collection,PlayStation 4,Action Adventure,86,8.1,T,Bluepoint Games
Unepic,PlayStation 4,Action,66,6.0,T,A Crowd of Monsters
Unholy Heights,PlayStation 4,Strategy,No score yet,tbd,T,Petit Depotto
Unmechanical: Extended Edition,PlayStation 4,Action,75,6.2,E,Grip Games
Uno,PlayStation 4,Miscellaneous,71,6.0,E,Ubisoft Chengdu
Unravel,PlayStation 4,Action,78,8.4,E,Coldwood Interactive
Until Dawn,PlayStation 4,Action Adventure,79,8.2,M,SuperMassive Games
Until Dawn: Rush of Blood,PlayStation 4,Action,72,7.6,M,SuperMassive Games
Valentino Rossi The Game,PlayStation 4,Racing,75,8.0,E,Milestone
Valhalla Hills: Definitive Edition,PlayStation 4,Strategy,No score yet,,T,Kalypso
Valiant Hearts: The Great War,PlayStation 4,Action,77,8.4,T,Ubisoft Montpellier
Valkyria Chronicles Remastered,PlayStation 4,Strategy,84,8.3,T,Sega
Valley,PlayStation 4,Action Adventure,72,7.6,T,Blue Isle Studios
Velocibox,PlayStation 4,Action,62,7.0,E,Shawn Beck
Velocity 2X,PlayStation 4,Action,86,6.9,E10+,FuturLab
Verdun,PlayStation 4,Action,55,7.6,M,Blackmill Games
VEV: Viva Ex Vivo,PlayStation 4,Action Adventure,48,6.3,E,Truant Pixel
VVVVVV,PlayStation 4,Action,No score yet,7.3,E10+,Terry Cavanagh
Waddle Home,PlayStation 4,Puzzle,No score yet,tbd,E,Archiact Interactive Ltd.
Wand Wars,PlayStation 4,Action,No score yet,tbd,E,Moonradish Inc.
Wander,PlayStation 4,Simulation,28,1.9,E,Wander
War of the Monsters,PlayStation 4,Action,No score yet,tbd,T,Incognito Inc.
War Thunder,PlayStation 4,Action,76,6.0,T,Gaijin Entertainment
Warframe,PlayStation 4,Action,64,6.9,M,Digital Extremes
Warhammer 40000: Eternal Crusade,PlayStation 4,Role-Playing,No score yet,,
Warhammer: End Times - Vermintide,PlayStation 4,Action,73,6.7,M,Fatshark AB
Warhedz,PlayStation 4,Action,No score yet,tbd,E10+,Atom Republic
Warriors Orochi 3 Ultimate,PlayStation 4,Action,77,6.5,T,Omega Force
Wasteland 2: Director's Cut,PlayStation 4,Role-Playing,80,7.6,M,InXile Entertainment
Watch Dogs,PlayStation 4,Action Adventure,80,6.3,M,Ubisoft Montreal
Watch Dogs 2,PlayStation 4,Action Adventure,No score yet,,M,Ubisoft Montreal
Watch Dogs: Bad Blood,PlayStation 4,Action Adventure,76,7.2,M,Ubisoft Montreal
Wayward Sky,PlayStation 4,Action,72,7.0,T,Uber Entertainment
WE ARE DOOMED,PlayStation 4,Action,61,6.7,E,Vertex Pop
We Sing,PlayStation 4,Action,No score yet,,T,Nordic Games Publishing
Weeping Doll,PlayStation 4,Adventure,No score yet,tbd,,TianShe Media
Werewolves Within,PlayStation 4,Miscellaneous,No score yet,,E,Ubisoft
Wheels of Aurelia,PlayStation 4,Racing,No score yet,tbd,T,Santa Ragione
Whispering Willows,PlayStation 4,Adventure,63,5.9,T,LOOT Interactive
White Night,PlayStation 4,Action Adventure,67,6.8,M,OSome Studio
Whitetail Challenge,PlayStation 4,Sports,No score yet,tbd,,
Wick,PlayStation 4,Action Adventure,No score yet,tbd,,Hellbent Games
Wild Arms 3,PlayStation 4,Role-Playing,No score yet,9.3,T,Media Vision
Windlands VR,PlayStation 4,Adventure,No score yet,6.4,E,Psytec Games Ltd
Woah Dave!,PlayStation 4,Action,No score yet,5.7,E,Choice Provisions
Wolfenstein: The New Order,PlayStation 4,Action,79,8.1,M,MachineGames
Wolfenstein: The Old Blood,PlayStation 4,Action,76,8.0,,MachineGames
Wondershot,PlayStation 4,Action,No score yet,tbd,E10+,Leikir Studio
World of Final Fantasy,PlayStation 4,Role-Playing,78,8.3,E10+,Square Enix
World of Tanks,PlayStation 4,Action,80,6.2,T,Wargaming.net
World Poker Championship,PlayStation 4,Miscellaneous,No score yet,tbd,T,
World War Toons,PlayStation 4,Action,No score yet,tbd,T,Reload Studios
Worlds of Magic: Planar Conquest,PlayStation 4,Strategy,No score yet,tbd,T,Wastelands Interactive
Worms Battlegrounds,PlayStation 4,Strategy,62,6.2,E10+,Team 17
Worms W.M.D,PlayStation 4,Strategy,78,7.6,E10+,Team 17
WRC 5,PlayStation 4,Racing,62,6.0,E,Kylotonn
WRC 6: FIA World Rally Championship,PlayStation 4,Racing,68,5.7,E,Kylotonn
WWE 2K15,PlayStation 4,Action,62,5.1,T,Yuke's
WWE 2K15: NXT Arrival,PlayStation 4,Sports,No score yet,tbd,T,Yuke's
WWE 2K16,PlayStation 4,Action,73,7.4,T,Yuke's
WWE 2K17,PlayStation 4,Sports,68,6.9,T,Yuke's
XCOM 2,PlayStation 4,Strategy,87,8.0,T,Firaxis Games
Xeodrifter,PlayStation 4,Action,77,5.5,E,Renegade Kid
Yakuza 0,PlayStation 4,Action Adventure,No score yet,,M,Ryu ga Gotoku Studios
! That Bastard Is Trying To Steal Our Gold !,PC,Miscellaneous,No score yet,tbd,,WTFOMGames
!nsane,PC,Puzzle,No score yet,tbd,,Visual Imagination Software
Glow Ball - The billiard puzzle game,PC,Miscellaneous,No score yet,tbd,,WTFOMGames
You have a choice. Make it.,PC,Role-Playing,No score yet,tbd,,Venusaur
#KILLALLZOMBIES,PC,Action,No score yet,tbd,,Beatshapers
#SelfieTennis,PC,Sports,No score yet,tbd,,VRUnicorns
$1 Ride,PC,Action,No score yet,tbd,,BeHappy Studios
'dillos,PC,Action,No score yet,3.8,,Wreck Center Games LLC
'n Verlore Verstand,PC,Adventure,No score yet,tbd,,Skobbejak Games
.EXE,PC,Action,No score yet,tbd,,Two Man Army Games
//N.P.P.D. RUSH//- The milk of Ultraviolet,PC,Scrolling,No score yet,4.4,,Rail Slave Games
//SNOWFLAKE TATTOO//,PC,Action,No score yet,tbd,,Rail Slave Games
007 Legends,PC,Action,26,2.4,T,Eurocom Entertainment Software
007: NightFire,PC,Action,59,6.3,T,Gearbox Software
007: Quantum of Solace,PC,Action,70,6.3,T,Treyarch
0RBITALIS,PC,Miscellaneous,73,7.3,,Alan Zucconi
1 Moment Of Time: Silentville,PC,Adventure,No score yet,tbd,,2 Monkeys
1 vs 100 / Deal or No Deal 2 Pack,PC,Miscellaneous,No score yet,tbd,T,ValuSoft
1000 Heads Among the Trees,PC,Adventure,No score yet,tbd,
1... 2... 3... KICK IT! Drop That Beat Like an Ugly Baby,PC,Action,No score yet,2.6,,Dejobaan Games
10 Days to Save the World: The Adventures of Diana Salinger,PC,Puzzle,No score yet,tbd,,FlyWheel Games
10 Days Under the Sea,PC,Miscellaneous,No score yet,tbd,,FlyWheel Games
10 Min Space Strategy,PC,Strategy,No score yet,tbd,,kalamona
10 Minute Barbarian,PC,Strategy,No score yet,tbd,,Wolff Dobson
10 Minute Tower,PC,Puzzle,No score yet,tbd,,Team 17
10 Second Ninja,PC,Action,72,7.9,,GameDesignDan
10 Second Ninja X,PC,Action,No score yet,4.8,,Four Circle Interactive
10 Talismans,PC,Puzzle,No score yet,tbd,E,Nevosoft
10 Years After,PC,Action,No score yet,tbd,,TenTreeGames
10000000,PC,Role-Playing,67,7.3
100% Hidden Objects,PC,Puzzle,No score yet,tbd,,Cerasus Media
100% Orange Juice,PC,Other Strategy Games,No score yet,8.1,T,ORANGE_JUICE
100000 Games,PC,Miscellaneous,No score yet,tbd,E10+
1000 Amps,PC,Miscellaneous,No score yet,7.4,,Brandon Brizzi
1001 Jigsaw Earth Chronicles,PC,Puzzle,No score yet,tbd,,8Floor
1001 Jigsaw Earth Chronicles 2,PC,Puzzle,No score yet,tbd,,8Floor
1001 Nights: The Adventures of Sindbad,PC,Puzzle,No score yet,tbd,,Alawar Entertainment
1001 Spikes,PC,Action,80,6.7,T,Nicalis
101 Airborne: The Airborne Invasion of Normandy,PC,Strategy,No score yet,tbd,,Empire Interactive
